                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.1208,                 4.9421,                 1.0459,                0.69746,                0.06066,                0.03501,                0.01753,                 1.9403,                 3.7019,                 0.9978,                0.07012,                0.00332,                0.00332
